SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,BIRTHS2010,BIRTHS2011,BIRTHS2012,DEATHS2010,DEATHS2011,DEATHS2012,NATURALINC2010,NATURALINC2011,NATURALINC2012,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,NETMIG2010,NETMIG2011,NETMIG2012,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,RBIRTH2011,RBIRTH2012,RDEATH2011,RDEATH2012,RNATURALINC2011,RNATURALINC2012,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RDOMESTICMIG2011,RDOMESTICMIG2012,RNETMIG2011,RNETMIG2012
50,3,7,48,483,Texas,Wheeler County,5410,5410,5399,5472,5626,-11,73,154,15,70,66,21,53,66,-6,17,0,0,9,9,-5,45,142,-5,54,151,0,2,3,46,46,46,46,12.87830006,11.89403496,9.750712906,11.89403496,3.127587159,0,1.655781437,1.621913858,8.278907184,25.59019643,9.934688621,27.21211029
50,3,7,48,485,Texas,Wichita County,131500,131498,131641,130642,131559,143,-999,917,453,1784,1735,321,1286,1278,132,498,457,153,204,795,-146,-1714,-332,7,-1510,463,4,13,-3,12017,12017,12003,12003,13.60362662,13.23412191,9.806201698,9.748246574,3.797424919,3.48587534,1.555571654,6.064050099,-13.06985203,-2.532408343,-11.51428038,3.531641756
50,3,7,48,487,Texas,Wilbarger County,13535,13535,13496,13422,13258,-39,-74,-164,47,170,170,60,139,140,-13,31,30,0,3,3,-27,-102,-200,-27,-99,-197,1,-6,3,615,615,621,621,12.63095327,12.74362819,10.32766179,10.49475262,2.303291478,2.248875562,0.222899175,0.224887556,-7.578571959,-14.99250375,-7.355672784,-14.76761619
50,3,7,48,489,Texas,Willacy County,22134,22134,22173,22057,22058,39,-116,1,88,317,318,49,165,176,39,152,142,4,2,4,-4,-275,-145,0,-273,-141,0,5,0,3254,3254,3254,3254,14.33416233,14.41686501,7.460999322,7.979145415,6.873163012,6.437719597,0.090436355,0.181344214,-12.43499887,-6.573727757,-12.34456251,-6.392383543
50,3,7,48,491,Texas,Williamson County,422679,422676,426722,442291,456232,4046,15569,13941,1519,6027,6246,465,1886,1993,1054,4141,4253,206,813,891,2759,10027,8686,2965,10840,9577,27,588,111,5097,5097,5011,5011,13.87090872,13.90281607,4.34055647,4.436169135,9.53035225,9.466646931,1.871088235,1.983254741,23.07675489,19.33395139,24.94784313,21.31720613
50,3,7,48,493,Texas,Wilson County,42918,42910,43089,43697,44370,179,608,673,103,451,452,104,336,348,-1,115,104,5,7,16,174,483,551,179,490,567,1,3,2,551,551,551,551,10.39338142,10.26491194,7.743184385,7.903073796,2.650197036,2.361838146,0.161316341,0.363359715,11.13082755,12.51320018,11.29214389,12.87655989
50,3,7,48,495,Texas,Winkler County,7110,7110,7077,7126,7330,-33,49,204,24,105,114,25,50,46,-1,55,68,1,-4,-3,-35,-14,137,-34,-18,134,2,12,2,97,97,97,97,14.78560867,15.77199779,7.040766035,6.364139458,7.744842639,9.407858329,-0.563261283,-0.415052573,-1.97141449,18.95406752,-2.534675773,18.53901494
50,3,7,48,497,Texas,Wise County,59127,59127,59117,59890,60432,-10,773,542,187,751,748,124,470,502,63,281,246,5,-3,2,-80,483,293,-75,480,295,2,12,1,980,980,980,980,12.62110632,12.43330397,7.898695035,8.344276192,4.722411287,4.089027776,-0.050417202,0.033244128,8.117169578,4.87026479,8.066752376,4.903508918
50,3,7,48,499,Texas,Wood County,41964,41961,42014,42009,42022,53,-5,13,102,405,404,152,588,579,-50,-183,-175,1,-2,1,109,174,187,110,172,188,-7,6,0,1103,1103,1103,1103,9.64021756,9.615499042,13.99616772,13.78062858,-4.355950157,-4.165129536,-0.047606013,0.02380074,4.1417231,4.450738418,4.094117087,4.474539158
50,3,7,48,501,Texas,Yoakum County,7879,7879,7846,7996,8075,-33,150,79,33,125,142,24,47,47,9,78,95,2,0,2,-44,64,-17,-42,64,-15,0,8,-1,53,53,53,53,15.78083575,17.67158235,5.933594243,5.849044863,9.84724151,11.82253749,0,0.248895526,8.079787906,-2.115611972,8.079787906,-1.866716446
50,3,7,48,503,Texas,Young County,18550,18550,18546,18385,18339,-4,-161,-46,53,222,233,68,225,238,-15,-3,-5,2,6,7,12,-165,-47,14,-159,-40,-3,1,-1,279,279,279,279,12.02242019,12.68924954,12.18488533,12.96155103,-0.162465138,-0.272301492,0.324930275,0.381222089,-8.935582573,-2.559634027,-8.610652298,-2.178411938
50,3,7,48,505,Texas,Zapata County,14018,14018,14069,14193,14290,51,124,97,81,305,315,40,85,97,41,220,218,11,14,16,0,-115,-139,11,-101,-123,-1,5,2,30,30,30,30,21.58375204,22.11845662,6.01514401,6.811080294,15.56860803,15.30737633,0.990729602,1.123477162,-8.138136013,-9.760207843,-7.147406411,-8.636730681
50,3,7,48,507,Texas,Zavala County,11677,11677,11709,11825,11961,32,116,136,45,201,220,29,70,90,16,131,130,4,6,8,12,-28,0,16,-22,8,0,7,-2,409,409,409,409,17.08166908,18.4982763,5.948839976,7.567476667,11.1328291,10.93079963,0.509900569,0.672664593,-2.37953599,0,-1.869635421,0.672664593
40,4,8,49,0,Utah,Utah,2763885,2763885,2775093,2814347,2855287,11208,39254,40940,13257,51150,51071,3645,14892,14826,9612,36258,36245,1044,4194,4811,499,-1294,-81,1543,2900,4730,53,96,-35,46152,46152,46128,46408,18.30237018,18.01562499,5.328619683,5.229967225,12.9737505,12.78565777,1.50068701,1.697111313,-0.463015973,-0.028573273,1.037671037,1.66853804
50,4,8,49,1,Utah,Beaver County,6629,6629,6638,6529,6501,9,-109,-28,35,119,116,23,47,64,12,72,52,0,5,6,-2,-198,-87,-2,-193,-81,-1,12,1,24,24,24,49,18.07549176,17.80506523,7.139059771,9.823484267,10.93643199,7.981580967,0.759474444,0.92095165,-30.07518797,-13.35379893,-29.31571353,-12.43284728
50,4,8,49,3,Utah,Box Elder County,49975,49975,50136,50182,50171,161,46,-11,226,865,861,94,327,315,132,538,546,2,8,11,27,-519,-577,29,-511,-566,0,19,9,339,339,339,338,17.24516039,17.15942722,6.519268726,6.277839228,10.72589167,10.88158799,0.159492813,0.219226132,-10.34709623,-11.49940709,-10.18760342,-11.28018096
50,4,8,49,5,Utah,Cache County,112656,112656,113283,114559,115520,627,1276,961,606,2428,2389,119,483,482,487,1945,1907,37,131,135,98,-816,-1095,135,-685,-960,5,16,14,3594,3594,3594,3519,21.31301516,20.76678011,4.239780199,4.18986522,17.07323496,16.57691489,1.149919681,1.173509968,-7.162858472,-9.518469743,-6.012938791,-8.344959775
50,4,8,49,7,Utah,Carbon County,21403,21403,21429,21351,21246,26,-78,-105,76,334,308,64,193,192,12,141,116,3,13,13,11,-242,-236,14,-229,-223,0,10,2,544,544,544,538,15.61477326,14.46111229,9.022907901,9.014719346,6.591865358,5.446392939,0.607760636,0.610371622,-11.31369799,-11.08059253,-10.70593735,-10.47022091
50,4,8,49,9,Utah,Daggett County,1059,1061,1070,1160,1090,9,90,-70,6,11,13,1,4,4,5,7,9,0,0,0,5,79,-79,5,79,-79,-1,4,0,63,63,63,59,9.865470852,11.55555556,3.587443946,3.555555556,6.278026906,8,0,0,70.85201794,-70.22222222,70.85201794,-70.22222222
50,4,8,49,11,Utah,Davis County,306479,306479,307869,311877,315809,1390,4008,3932,1506,5665,5682,330,1374,1440,1176,4291,4242,85,198,442,126,-517,-748,211,-319,-306,3,36,-4,3293,3293,3269,3253,18.28168314,18.1045937,4.434074605,4.588281402,13.84760854,13.5163123,0.63897145,1.408347486,-1.668425452,-2.383357284,-1.029454002,-0.975009798
50,4,8,49,13,Utah,Duchesne County,18607,18607,18626,18866,19244,19,240,378,110,398,406,39,117,110,71,281,296,2,13,13,-56,-60,70,-54,-47,83,2,6,-1,297,297,297,306,21.23119599,21.30674364,6.241331484,5.772763054,14.9898645,15.53398058,0.693481276,0.682235634,-3.200682812,3.673576489,-2.507201536,4.355812123
50,4,8,49,15,Utah,Emery County,10976,10976,10978,10964,10933,2,-14,-31,42,183,168,31,82,83,11,101,85,0,0,1,-9,-110,-119,-9,-110,-118,0,-5,2,43,43,43,43,16.68033908,15.34456775,7.474250296,7.580947162,9.20608878,7.763620587,0,0.091336713,-10.02643332,-10.86906882,-10.02643332,-10.77773211
50,4,8,49,17,Utah,Garfield County,5172,5172,5185,5175,5095,13,-10,-80,20,56,55,9,38,31,11,18,24,2,11,11,5,-39,-115,7,-28,-104,-5,0,0,171,171,171,181,10.81081081,10.71080818,7.335907336,6.037000974,3.474903475,4.673807206,2.123552124,2.142161636,-7.528957529,-22.39532619,-5.405405405,-20.25316456
50,4,8,49,19,Utah,Grand County,9225,9225,9301,9273,9328,76,-28,55,38,134,129,26,72,76,12,62,53,3,4,5,59,-108,-3,62,-104,2,2,14,0,143,143,143,145,14.4287714,13.87022203,7.752772693,8.171603677,6.675998708,5.698618354,0.430709594,0.537605505,-11.62915904,-0.322563303,-11.19844945,0.215042202
50,4,8,49,21,Utah,Iron County,46163,46163,46278,46651,46750,115,373,99,238,865,850,63,261,267,175,604,583,13,68,72,-76,-321,-564,-63,-253,-492,3,22,8,1050,1050,1050,818,18.61636303,18.20108992,5.617191619,5.717283541,12.99917141,12.48380638,1.463482874,1.541739382,-6.908500038,-12.07695849,-5.445017164,-10.53521911
50,4,8,49,23,Utah,Juab County,10246,10246,10260,10333,10341,14,73,8,49,184,191,24,83,91,25,101,100,0,2,2,-11,-42,-96,-11,-40,-94,0,12,2,122,122,122,124,17.87015005,18.4773145,8.060991599,8.803327851,9.809158452,9.67398665,0.194240761,0.193479733,-4.07905599,-9.287027184,-3.884815228,-9.093547451
50,4,8,49,25,Utah,Kane County,7125,7125,7149,7240,7221,24,91,-19,22,83,88,19,60,76,3,23,12,0,0,0,21,68,-30,21,68,-30,0,0,-1,100,100,100,198,11.53659045,12.17066593,8.339703941,10.51102967,3.196886511,1.659636263,0,0,9.451664466,-4.149090658,9.451664466,-4.149090658
50,4,8,49,27,Utah,Millard County,12503,12503,12514,12608,12569,11,94,-39,45,193,192,33,89,93,12,104,99,3,16,19,-4,-46,-159,-1,-30,-140,0,20,2,122,122,122,133,15.36501871,15.25201573,7.085423135,7.387695119,8.279595574,7.86432061,1.273783934,1.509314057,-3.662128811,-12.63057553,-2.388344877,-11.12126147
50,4,8,49,29,Utah,Morgan County,9469,9469,9522,9640,9821,53,118,181,41,147,158,13,36,37,28,111,121,0,2,4,24,6,56,24,8,60,1,-1,0,0,0,0,0,15.34286609,16.23760341,3.757436593,3.802476748,11.5854295,12.43512666,0.208746477,0.411078567,0.626239432,5.755099944,0.83498591,6.166178511
50,4,8,49,31,Utah,Piute County,1556,1556,1552,1517,1524,-4,-35,7,4,14,14,4,16,11,0,-2,3,0,0,0,-1,-46,4,-1,-46,4,-3,13,0,37,37,37,37,9.123492995,9.207497534,10.42684914,7.234462348,-1.303356142,1.973035186,0,0,-29.97719127,2.630713581,-29.97719127,2.630713581
50,4,8,49,33,Utah,Rich County,2264,2264,2255,2317,2267,-9,62,-50,12,40,37,6,21,13,6,19,24,0,0,0,-12,35,-74,-12,35,-74,-3,8,0,1,1,1,1,17.49781277,16.14310646,9.186351706,5.671902269,8.311461067,10.47120419,0,0,15.31058618,-32.28621291,15.31058618,-32.28621291
50,4,8,49,35,Utah,Salt Lake County,1029655,1029655,1033196,1047746,1063842,3541,14550,16096,4615,17830,17873,1294,5791,5739,3321,12039,12134,530,2386,2570,-342,388,1440,188,2774,4010,32,-263,-48,14006,14006,14006,13903,17.13646993,16.92849173,5.565748589,5.435719468,11.57072134,11.49277226,2.293192218,2.434186972,0.372908039,1.363902428,2.666100257,3.7980894
50,4,8,49,37,Utah,San Juan County,14746,14746,14814,14807,14965,68,-7,158,55,240,239,30,87,82,25,153,157,2,3,5,40,-160,-1,42,-157,4,1,-3,-3,289,289,289,293,16.20471963,16.05535402,5.874210864,5.508531506,10.33050876,10.54682252,0.202558995,0.335886067,-10.80314642,-0.067177213,-10.60058742,0.268708854
50,4,8,49,39,Utah,Sanpete County,27822,27822,27871,27977,27906,49,106,-71,104,399,372,48,178,173,56,221,199,7,25,31,-14,-155,-305,-7,-130,-274,0,15,4,2417,2417,2417,2340,14.28878384,13.31353005,6.374444922,6.191507256,7.91433892,7.122022798,0.895287208,1.109460838,-5.55078069,-10.91566308,-4.655493482,-9.806202244
50,4,8,49,41,Utah,Sevier County,20802,20802,20815,20903,20784,13,88,-119,84,331,333,55,202,188,29,129,145,1,3,5,-18,-35,-273,-17,-32,-268,1,-9,4,301,301,301,307,15.86845007,15.97620361,9.684069227,9.019598436,6.184380843,6.956605177,0.14382281,0.239882937,-1.677932787,-13.09760837,-1.534109977,-12.85772543
50,4,8,49,43,Utah,Summit County,36324,36324,36494,37425,38003,170,931,578,110,460,544,38,139,133,72,321,411,20,59,66,74,536,102,94,595,168,4,15,-1,116,116,116,124,12.44605582,14.4243517,3.760873388,3.526541868,8.685182429,10.89780983,1.596341942,1.750013258,14.50236069,2.704565944,16.09870263,4.454579201
50,4,8,49,45,Utah,Tooele County,58218,58218,58522,59272,59870,304,750,598,256,999,1014,79,309,293,177,690,721,4,8,16,119,64,-136,123,72,-120,4,-12,-3,355,355,355,355,16.96181469,17.02170519,5.246447188,4.918500613,11.71536751,12.10320458,0.135830348,0.268587064,1.086642783,-2.282990045,1.222473131,-2.014402981
50,4,8,49,47,Utah,Uintah County,32588,32586,32413,33170,34524,-173,757,1354,150,641,669,62,216,208,88,425,461,5,9,15,-272,323,860,-267,332,875,6,0,18,192,192,192,201,19.54774865,19.76541496,6.58707287,6.145300913,12.96067579,13.62011404,0.27446137,0.443170739,9.850113597,25.4084557,10.12457497,25.85162644
50,4,8,49,49,Utah,Utah County,516564,516564,519832,530104,540504,3268,10272,10400,3076,11824,11640,454,1998,1964,2622,9826,9676,210,916,968,424,-474,-213,634,442,755,12,4,-31,13912,13912,13912,14408,22.52327761,21.74465351,3.805946267,3.668943255,18.71733134,18.07571025,1.744868259,1.808318264,-0.902912178,-0.397904742,0.841956081,1.410413522
50,4,8,49,51,Utah,Wasatch County,23530,23530,23683,24342,25273,153,659,931,93,370,375,35,116,112,58,254,263,5,3,9,87,394,648,92,397,657,3,8,11,250,250,250,260,15.40864133,15.11639625,4.830817283,4.51476368,10.57782405,10.60163257,0.12493493,0.36279351,16.40812077,26.12113272,16.5330557,26.48392623
50,4,8,49,53,Utah,Washington County,138115,138115,138462,141511,144809,347,3049,3298,598,2315,2323,268,1048,1043,330,1267,1280,37,82,91,0,1502,1937,37,1584,2028,-20,198,-10,1853,1853,1853,1882,16.53730896,16.22659961,7.486436192,7.285554624,9.050872763,8.941044985,0.585770771,0.635652417,10.72960607,13.53031573,11.31537684,14.16596815
50,4,8,49,55,Utah,Wayne County,2778,2778,2765,2761,2737,-13,-4,-24,11,32,23,6,22,22,5,10,1,1,8,9,-18,-33,-36,-17,-25,-27,-1,11,2,9,9,9,9,11.58161419,8.366678792,7.962359754,8.002910149,3.619254434,0.363768643,2.895403547,3.273917788,-11.94353963,-13.09567115,-9.048136084,-9.821753365
50,4,8,49,57,Utah,Weber County,231236,231236,232181,234087,236640,945,1906,2553,1029,3990,4009,378,1483,1484,651,2507,2525,72,221,292,214,-768,-252,286,-547,40,8,-54,-12,2509,2509,2509,2584,17.11462078,17.03322733,6.361148524,6.305140772,10.75347225,10.72808656,0.94795268,1.240634168,-3.294242796,-1.070684282,-2.346290116,0.169949886
40,1,1,50,0,Vermont,Vermont,625741,625741,625916,626592,626011,175,676,-581,1557,6075,5783,1309,5311,5207,248,764,576,126,547,596,-180,-497,-1726,-54,50,-1130,-19,-138,-27,25329,25329,25329,25329,9.700536843,9.23357201,8.480584555,8.313887161,1.219952288,0.919684848,0.873447515,0.95161835,-0.793607705,-2.755861195,0.079839809,-1.804242845
50,1,1,50,1,Vermont,Addison County,36821,36820,36790,36785,36745,-30,-5,-40,86,309,289,84,317,308,2,-8,-19,3,12,12,-34,-18,-30,-31,-6,-18,-1,9,-3,2852,2852,2852,2852,8.399592253,7.860737114,8.617057424,8.37753298,-0.217465172,-0.516795866,0.326197757,0.326397389,-0.489296636,-0.815993472,-0.163098879,-0.489596083
50,1,1,50,3,Vermont,Bennington County,37125,37125,37091,36842,36697,-34,-249,-145,85,332,347,116,427,441,-31,-95,-94,5,14,15,-6,-148,-65,-1,-134,-50,-2,-20,-1,1475,1475,1475,1475,8.981104514,9.437169393,11.55099888,11.99363603,-2.569894364,-2.556466637,0.378721275,0.407946804,-4.003624904,-1.767769483,-3.624903629,-1.359822679
50,1,1,50,5,Vermont,Caledonia County,31227,31226,31189,31161,31121,-37,-28,-40,71,313,297,72,279,265,-1,34,32,0,3,3,-34,-51,-72,-34,-48,-69,-2,-14,-3,1345,1345,1345,1345,10.04009623,9.537265984,8.949478749,8.50968177,1.090617482,1.027584214,0.096230954,0.09633602,-1.635926223,-2.312064481,-1.539695269,-2.215728461
50,1,1,50,7,Vermont,Chittenden County,156545,156546,156811,157711,158504,265,900,793,396,1508,1418,235,1005,983,161,503,435,78,328,358,29,58,11,107,386,369,-3,11,-11,9795,9795,9795,9795,9.589154336,8.968581503,6.390649939,6.21728887,3.198504397,2.751292633,2.085704657,2.264282213,0.368813628,0.069572917,2.454518285,2.33385513
50,1,1,50,9,Vermont,Essex County,6306,6306,6295,6324,6226,-11,29,-98,15,63,58,23,58,68,-8,5,-10,0,0,0,-3,14,-87,-3,14,-87,0,10,-1,16,16,16,16,9.984943339,9.243027888,9.192487519,10.83665339,0.792455821,-1.593625498,0,0,2.218876298,-13.86454183,2.218876298,-13.86454183
50,1,1,50,11,Vermont,Franklin County,47746,47746,47789,48180,48214,43,391,34,140,545,533,73,353,336,67,192,197,10,47,51,-31,166,-211,-21,213,-160,-3,-14,-3,529,529,529,529,11.3578343,11.05877959,7.356542217,6.971388261,4.001292084,4.087391331,0.979482958,1.058157147,3.459450448,-4.377865842,4.438933406,-3.319708696
50,1,1,50,13,Vermont,Grand Isle County,6970,6970,6958,6984,6983,-12,26,-1,16,61,57,23,46,50,-7,15,7,0,4,4,-5,8,-11,-5,12,-7,0,-1,-1,0,0,0,0,8.750537943,8.16209637,6.598766318,7.159733658,2.151771625,1.002362712,0.573805767,0.572778693,1.147611534,-1.575141405,1.7214173,-1.002362712
50,1,1,50,15,Vermont,Lamoille County,24475,24475,24535,24700,24958,60,165,258,76,281,270,49,186,186,27,95,84,4,14,16,27,65,156,31,79,172,2,-9,2,694,694,694,694,11.41464405,10.87438076,7.555600691,7.491240082,3.859043364,3.383140682,0.568701127,0.644407749,2.640398091,6.282975553,3.209099218,6.927383302
50,1,1,50,17,Vermont,Orange County,28936,28936,28953,29024,28924,17,71,-100,74,273,241,54,251,243,20,22,-2,1,11,13,-2,39,-110,-1,50,-97,-2,-1,-1,715,715,715,715,9.41752764,8.317802168,8.658605999,8.386829571,0.758921641,-0.069027404,0.379460821,0.448678125,1.345361092,-3.796507213,1.724821912,-3.347829088
50,1,1,50,19,Vermont,Orleans County,27231,27231,27228,27150,27109,-3,-78,-41,66,272,269,71,281,274,-5,-9,-5,2,12,12,1,-69,-44,3,-57,-32,-1,-12,-4,818,818,818,818,10.00404575,9.915405739,10.33506197,10.09970696,-0.33101622,-0.184301222,0.44135496,0.442322933,-2.537791018,-1.621850753,-2.096436059,-1.17952782
50,1,1,50,21,Vermont,Rutland County,61642,61642,61560,61250,60869,-82,-310,-381,136,557,529,158,623,619,-22,-66,-90,2,10,12,-62,-238,-304,-60,-228,-292,0,-16,1,2318,2318,2318,2318,9.070922563,8.663680508,10.1457536,10.13765262,-1.07483104,-1.473972109,0.162853188,0.196529615,-3.875905871,-4.978750235,-3.713052683,-4.782220621
50,1,1,50,23,Vermont,Washington County,59534,59535,59600,59615,59465,65,15,-150,159,624,597,108,522,501,51,102,96,11,49,55,7,-108,-302,18,-59,-247,-4,-28,1,2410,2410,2410,2410,10.46848132,10.02687269,8.757287254,8.414511253,1.711194061,1.612361438,0.822044206,0.92374874,-1.811852535,-5.072220356,-0.989808329,-4.148471616
50,1,1,50,25,Vermont,Windham County,44513,44513,44490,44227,43985,-23,-263,-242,112,427,394,113,427,418,-1,0,-24,1,1,1,-24,-247,-216,-23,-246,-215,1,-17,-3,1464,1464,1464,1464,9.626114499,8.933024985,9.626114499,9.477168639,0,-0.544143654,0.022543594,0.022672652,-5.568267638,-4.897292885,-5.545724044,-4.874620233
50,1,1,50,27,Vermont,Windsor County,56670,56670,56627,56639,56211,-43,12,-428,125,510,484,130,536,515,-5,-26,-31,9,42,44,-43,32,-441,-34,74,-397,-4,-36,0,898,898,898,898,9.005350238,8.577758086,9.464446524,9.127159947,-0.459096287,-0.549401861,0.741617078,0.77979619,0.565041584,-7.815684537,1.306658662,-7.035888347
40,3,5,51,0,Virginia,Virginia,8001024,8001031,8025105,8104384,8185867,24074,79279,81483,25776,101823,101199,14797,59511,60600,10979,42312,40599,7200,25292,33468,5854,9069,7376,13054,34361,40844,41,2606,40,239834,240138,240485,243536,12.62569447,12.42448628,7.379155037,7.440032692,5.246539429,4.984453585,3.136119191,4.108960629,1.124524156,0.905572296,4.260643347,5.014532925
50,3,5,51,1,Virginia,Accomack County,33164,33164,33195,33347,33341,31,152,-6,94,471,421,118,448,453,-24,23,-32,14,65,73,42,59,-45,56,124,28,-1,5,-2,428,434,430,430,14.1564726,12.62595969,13.46517989,13.58565259,0.691292717,-0.959692898,1.953653332,2.189299424,1.773316101,-1.349568138,3.726969433,0.839731286
50,3,5,51,3,Virginia,Albemarle County,98970,98970,99182,100837,102251,212,1655,1414,278,1063,1060,185,710,746,93,353,314,99,364,385,21,777,719,120,1141,1104,-1,161,-4,6864,6869,6761,6776,10.62899025,10.43882455,7.099325564,7.346568975,3.529664682,3.092255574,3.639654233,3.79145986,7.76926192,7.080674388,11.40891615,10.87213425
50,3,5,51,5,Virginia,Alleghany County,16250,16250,16218,16325,16230,-32,107,-95,35,134,152,54,238,251,-19,-104,-99,3,12,12,-16,127,-4,-13,139,8,0,72,-4,281,281,281,281,8.235257966,9.338043311,14.62680146,15.42005836,-6.391543496,-6.082015051,0.737485788,0.737213946,7.805057923,-0.245737982,8.542543711,0.491475964
50,3,5,51,7,Virginia,Amelia County,12690,12690,12725,12731,12759,35,6,28,37,137,143,35,122,108,2,15,35,3,14,16,30,-24,-20,33,-10,-4,0,1,-3,128,128,128,128,10.76367065,11.22008631,9.585166562,8.473911338,1.178504086,2.746174971,1.099937146,1.255394272,-1.885606537,-1.56924284,-0.78566939,-0.313848568
50,3,5,51,9,Virginia,Amherst County,32353,32353,32052,32114,32384,-301,62,270,88,321,308,87,337,356,1,-16,-48,2,9,9,-314,79,306,-312,88,315,10,-10,3,1538,1220,1524,1692,10.00529876,9.550683742,10.50400524,11.03910199,-0.49870648,-1.488418246,0.280522395,0.279078421,2.462363245,9.488666315,2.74288564,9.767744736
50,3,5,51,11,Virginia,Appomattox County,14973,14977,15022,15004,15128,45,-18,124,47,161,167,54,164,144,-7,-3,23,0,-1,-1,50,-27,101,50,-28,100,2,13,1,56,56,56,56,10.72403917,11.08456126,10.92386598,9.557945042,-0.199826817,1.526616222,-0.066608939,-0.066374618,-1.798441351,6.703836453,-1.86505029,6.637461835
50,3,5,51,13,Virginia,Arlington County,207627,207635,209281,216118,221045,1646,6837,4927,807,2996,3084,198,914,986,609,2082,2098,436,1754,2002,590,2885,831,1026,4639,2833,11,116,-4,2892,2873,2907,2987,14.08559964,14.10915379,4.297142212,4.510903256,9.788457425,9.598250538,8.246375756,9.159055089,13.56373663,3.801785604,21.81011239,12.96084069
50,3,5,51,15,Virginia,Augusta County,73750,73750,73490,73765,73658,-260,275,-107,151,578,637,150,649,663,1,-71,-26,4,13,16,-242,196,-92,-238,209,-76,-23,137,-5,2708,2607,2538,2469,7.850327663,8.641799448,8.814641269,8.994525956,-0.964313606,-0.352726508,0.176564463,0.217062467,2.662048827,-1.248109182,2.83861329,-1.031046716
50,3,5,51,17,Virginia,Bath County,4731,4731,4718,4676,4652,-13,-42,-24,6,47,27,22,48,56,-16,-1,-29,0,-1,-1,4,-41,7,4,-42,6,-1,1,-1,53,53,53,53,10.00638706,5.789022299,10.21928891,12.00686106,-0.212901852,-6.217838765,-0.212901852,-0.214408233,-8.728975942,1.500857633,-8.941877794,1.2864494
50,3,5,51,19,Virginia,Bedford County,68676,68676,68752,69414,69590,76,662,176,156,609,599,156,617,631,0,-8,-32,8,34,34,66,592,181,74,626,215,2,44,-7,287,287,287,287,8.815482825,8.618457023,8.931285555,9.078875428,-0.11580273,-0.460418405,0.492161603,0.489194556,8.569402024,2.604241605,9.061563626,3.09343616
50,3,5,51,21,Virginia,Bland County,6824,6824,6816,6794,6738,-8,-22,-56,12,44,49,17,83,89,-5,-39,-40,1,1,2,-5,18,-17,-4,19,-15,1,-2,-1,686,684,670,688,6.465833946,7.242092817,12.19691403,13.15400532,-5.731080088,-5.911912504,0.146950772,0.295595625,2.645113887,-2.512562814,2.792064658,-2.216967189
50,3,5,51,23,Virginia,Botetourt County,33148,33148,33171,33047,33154,23,-124,107,56,235,227,75,310,309,-19,-75,-82,3,14,14,38,-104,175,41,-90,189,1,41,0,275,275,289,301,7.097767979,6.857902449,9.363013078,9.335206417,-2.2652451,-2.477303968,0.422845752,0.422954336,-3.141139871,5.286929201,-2.718294119,5.709883537
50,3,5,51,25,Virginia,Brunswick County,17434,17432,17421,17133,17010,-11,-288,-123,41,147,143,64,217,227,-23,-70,-84,0,-1,0,13,-232,-38,13,-233,-38,-1,15,-1,2184,2189,2147,2084,8.508421601,8.376533989,12.56005094,13.29701549,-4.051629334,-4.920481504,-0.057880419,0,-13.42825722,-2.225932109,-13.48613764,-2.225932109
50,3,5,51,27,Virginia,Buchanan County,24098,24095,24023,23869,23859,-72,-154,-10,52,210,190,67,303,279,-15,-93,-89,-1,-4,-3,-47,-127,83,-48,-131,80,-9,70,-1,1173,1186,1190,1205,8.769731897,7.96178344,12.65347031,11.69125042,-3.883738411,-3.72946698,-0.167042512,-0.12571237,-5.303599766,3.478042239,-5.470642278,3.352329869
50,3,5,51,29,Virginia,Buckingham County,17146,17146,17127,17173,17088,-19,46,-85,40,161,175,43,145,152,-3,16,23,0,0,0,-16,20,-109,-16,20,-109,0,10,1,2326,2337,2303,2238,9.387755102,10.21569715,8.454810496,8.873062666,0.932944606,1.342634482,0,0,1.166180758,-6.362919938,1.166180758,-6.362919938
50,3,5,51,31,Virginia,Campbell County,54842,54842,54897,55220,55163,55,323,-57,124,508,513,127,488,490,-3,20,23,13,52,55,50,219,-134,63,271,-79,-5,32,-1,468,462,456,374,9.226549942,9.294909542,8.863299945,8.878178705,0.363249998,0.416730837,0.944449994,0.996530263,3.977587475,-2.427910095,4.922037469,-1.431379832
50,3,5,51,33,Virginia,Caroline County,28545,28545,28621,28685,28972,76,64,287,88,378,380,66,230,250,22,148,130,4,26,30,52,-110,129,56,-84,159,-2,0,-2,513,513,513,513,13.19233588,13.18140035,8.027082679,8.671973915,5.165253202,4.509426436,0.907409346,1.04063687,-3.839039542,4.47473854,-2.931630196,5.51537541
